DISTRICT,FACILITY,TOTALS,MONTH,YEAR
MASAKA CITY,KIYUMBA HC IV,3,April,2023
MASAKA CITY,KIYUMBA HC IV,12,May,2023
MASAKA CITY,KIYUMBA HC IV,8,June,2023
MASAKA CITY,KIYUMBA HC IV,4,July,2023
MASAKA CITY,KIYUMBA HC IV,7,August,2023
MASAKA CITY,KIYUMBA HC IV,4,September,2023
MASAKA CITY,KIYUMBA HC IV,6,October,2023
MASAKA CITY,KIYUMBA HC IV,9,November,2023
MASAKA CITY,KIYUMBA HC IV,3,December,2023
MASAKA CITY,KIYUMBA HC IV,6,January,2024
MASAKA CITY,KIYUMBA HC IV,3,February,2024
MASAKA CITY,KIYUMBA HC IV,4,March,2024
MASAKA CITY,KIYUMBA HC IV,4,April,2024
MASAKA CITY,KIYUMBA HC IV,4,May,2024
MASAKA CITY,KIYUMBA HC IV,4,June,2024
MASAKA CITY,KIYUMBA HC IV,1,July,2024
WAKISO,KIZIBA HC III,5,July,2022
WAKISO,KIZIBA HC III,5,August,2022
WAKISO,KIZIBA HC III,3,September,2022
WAKISO,KIZIBA HC III,8,October,2022
WAKISO,KIZIBA HC III,4,November,2022
WAKISO,KIZIBA HC III,1,December,2022
WAKISO,KIZIBA HC III,4,January,2023
WAKISO,KIZIBA HC III,3,February,2023
WAKISO,KIZIBA HC III,5,March,2023
WAKISO,KIZIBA HC III,4,May,2023
WAKISO,KIZIBA HC III,3,June,2023
WAKISO,KIZIBA HC III,4,July,2023
WAKISO,KIZIBA HC III,2,August,2023
WAKISO,KIZIBA HC III,3,September,2023
WAKISO,KIZIBA HC III,6,October,2023
WAKISO,KIZIBA HC III,6,November,2023
WAKISO,KIZIBA HC III,2,December,2023
WAKISO,KIZIBA HC III,8,January,2024
WAKISO,KIZIBA HC III,6,February,2024
WAKISO,KIZIBA HC III,2,March,2024
WAKISO,KIZIBA HC III,2,April,2024
WAKISO,KIZIBA HC III,7,May,2024
WAKISO,KIZIBA HC III,4,June,2024
WAKISO,KIZIBA HC III,5,July,2024
BUTAMBALA,KIZIIKO HC II,1,July,2022
BUTAMBALA,KIZIIKO HC II,1,September,2022
BUTAMBALA,KIZIIKO HC II,0,October,2022
BUTAMBALA,KIZIIKO HC II,2,July,2023
BUTAMBALA,KIZIIKO HC II,1,November,2023
BUTAMBALA,KIZIIKO HC II,2,December,2023
BUTAMBALA,KIZIIKO HC II,1,February,2024
BUTAMBALA,KIZIIKO HC II,1,March,2024
BUTAMBALA,KIZIIKO HC II,1,June,2024
BUTAMBALA,KIZIIKO HC II,1,July,2024
BUTAMBALA,KYABADAZA HC III,2,July,2022
BUTAMBALA,KYABADAZA HC III,2,August,2022
BUTAMBALA,KYABADAZA HC III,1,September,2022
BUTAMBALA,KYABADAZA HC III,3,October,2022
BUTAMBALA,KYABADAZA HC III,5,November,2022
BUTAMBALA,KYABADAZA HC III,2,December,2022
BUTAMBALA,KYABADAZA HC III,3,January,2023
BUTAMBALA,KYABADAZA HC III,6,February,2023
BUTAMBALA,KYABADAZA HC III,4,March,2023
BUTAMBALA,KYABADAZA HC III,3,April,2023
BUTAMBALA,KYABADAZA HC III,5,May,2023
BUTAMBALA,KYABADAZA HC III,2,June,2023
BUTAMBALA,KYABADAZA HC III,8,July,2023
BUTAMBALA,KYABADAZA HC III,2,August,2023
BUTAMBALA,KYABADAZA HC III,35,September,2023
BUTAMBALA,KYABADAZA HC III,1,October,2023
BUTAMBALA,KYABADAZA HC III,2,November,2023
BUTAMBALA,KYABADAZA HC III,1,December,2023
BUTAMBALA,KYABADAZA HC III,7,January,2024
BUTAMBALA,KYABADAZA HC III,4,February,2024
BUTAMBALA,KYABADAZA HC III,6,March,2024
BUTAMBALA,KYABADAZA HC III,3,April,2024
BUTAMBALA,KYABADAZA HC III,2,May,2024
BUTAMBALA,KYABADAZA HC III,5,June,2024
BUTAMBALA,KYABADAZA HC III,3,July,2024
MASAKA CITY,KYABAKUZA HC III,1,July,2022
MASAKA CITY,KYABAKUZA HC III,2,August,2022
MASAKA CITY,KYABAKUZA HC III,1,September,2022
MASAKA CITY,KYABAKUZA HC III,1,October,2022
MASAKA CITY,KYABAKUZA HC III,0,November,2022
MASAKA CITY,KYABAKUZA HC III,1,December,2022
MASAKA CITY,KYABAKUZA HC III,2,January,2023
MASAKA CITY,KYABAKUZA HC III,1,February,2023
MASAKA CITY,KYABAKUZA HC III,1,March,2023
MASAKA CITY,KYABAKUZA HC III,1,April,2023
MASAKA CITY,KYABAKUZA HC III,0,May,2023
MASAKA CITY,KYABAKUZA HC III,5,June,2023
MASAKA CITY,KYABAKUZA HC III,0,July,2023
MASAKA CITY,KYABAKUZA HC III,1,August,2023
MASAKA CITY,KYABAKUZA HC III,3,October,2023
MASAKA CITY,KYABAKUZA HC III,1,January,2024
MASAKA CITY,KYABAKUZA HC III,2,February,2024
MASAKA CITY,KYABAKUZA HC III,2,March,2024
MASAKA CITY,KYABAKUZA HC III,1,April,2024
MASAKA CITY,KYABAKUZA HC III,1,May,2024
MASAKA CITY,KYABAKUZA HC III,0,June,2024
MASAKA CITY,KYABAKUZA HC III,1,July,2024
SEMBABULE,KYABI HC III,6,July,2022
SEMBABULE,KYABI HC III,4,August,2022
SEMBABULE,KYABI HC III,2,September,2022
SEMBABULE,KYABI HC III,6,October,2022
SEMBABULE,KYABI HC III,3,November,2022
SEMBABULE,KYABI HC III,2,December,2022
SEMBABULE,KYABI HC III,5,January,2023
SEMBABULE,KYABI HC III,1,February,2023
SEMBABULE,KYABI HC III,1,March,2023
SEMBABULE,KYABI HC III,3,April,2023
SEMBABULE,KYABI HC III,6,May,2023
SEMBABULE,KYABI HC III,5,June,2023
SEMBABULE,KYABI HC III,4,July,2023
SEMBABULE,KYABI HC III,2,August,2023
SEMBABULE,KYABI HC III,3,September,2023
SEMBABULE,KYABI HC III,3,October,2023
SEMBABULE,KYABI HC III,4,November,2023
SEMBABULE,KYABI HC III,3,December,2023
SEMBABULE,KYABI HC III,6,January,2024
SEMBABULE,KYABI HC III,4,February,2024
SEMBABULE,KYABI HC III,5,March,2024
SEMBABULE,KYABI HC III,3,April,2024
SEMBABULE,KYABI HC III,2,May,2024
SEMBABULE,KYABI HC III,6,June,2024
SEMBABULE,KYABI HC III,9,July,2024
RAKAI,KYABIGONDO HC II,1,January,2023
RAKAI,KYABIGONDO HC II,1,March,2023
RAKAI,KYABIGONDO HC II,1,May,2023
RAKAI,KYABIGONDO HC II,3,June,2023
RAKAI,KYABIGONDO HC II,2,August,2023
RAKAI,KYABIGONDO HC II,1,September,2023
RAKAI,KYABIGONDO HC II,1,November,2023
RAKAI,KYABIGONDO HC II,1,February,2024
RAKAI,KYABIGONDO HC II,1,May,2024
RAKAI,KYABIGONDO HC II,3,June,2024
RAKAI,KYALULANGIRA HC III,2,July,2022
RAKAI,KYALULANGIRA HC III,3,August,2022
RAKAI,KYALULANGIRA HC III,2,September,2022
RAKAI,KYALULANGIRA HC III,1,December,2022
RAKAI,KYALULANGIRA HC III,1,January,2023
RAKAI,KYALULANGIRA HC III,4,February,2023
RAKAI,KYALULANGIRA HC III,2,April,2023
RAKAI,KYALULANGIRA HC III,3,May,2023
RAKAI,KYALULANGIRA HC III,3,July,2023
RAKAI,KYALULANGIRA HC III,2,August,2023
RAKAI,KYALULANGIRA HC III,1,September,2023
RAKAI,KYALULANGIRA HC III,1,October,2023
RAKAI,KYALULANGIRA HC III,1,November,2023
RAKAI,KYALULANGIRA HC III,2,December,2023
RAKAI,KYALULANGIRA HC III,4,January,2024
RAKAI,KYALULANGIRA HC III,3,February,2024
RAKAI,KYALULANGIRA HC III,7,March,2024
RAKAI,KYALULANGIRA HC III,4,April,2024
RAKAI,KYALULANGIRA HC III,2,May,2024
RAKAI,KYALULANGIRA HC III,2,July,2024
KALUNGU,KYAMULIBWA HC III,2,July,2022
KALUNGU,KYAMULIBWA HC III,6,August,2022
KALUNGU,KYAMULIBWA HC III,4,September,2022
KALUNGU,KYAMULIBWA HC III,1,October,2022
KALUNGU,KYAMULIBWA HC III,1,November,2022
KALUNGU,KYAMULIBWA HC III,1,December,2022
KALUNGU,KYAMULIBWA HC III,6,January,2023
KALUNGU,KYAMULIBWA HC III,2,February,2023
KALUNGU,KYAMULIBWA HC III,3,March,2023
KALUNGU,KYAMULIBWA HC III,3,April,2023
KALUNGU,KYAMULIBWA HC III,9,May,2023
KALUNGU,KYAMULIBWA HC III,1,June,2023
KALUNGU,KYAMULIBWA HC III,3,July,2023
KALUNGU,KYAMULIBWA HC III,9,August,2023
KALUNGU,KYAMULIBWA HC III,4,September,2023
KALUNGU,KYAMULIBWA HC III,3,October,2023
KALUNGU,KYAMULIBWA HC III,7,November,2023
KALUNGU,KYAMULIBWA HC III,4,December,2023
KALUNGU,KYAMULIBWA HC III,5,January,2024
KALUNGU,KYAMULIBWA HC III,1,February,2024
KALUNGU,KYAMULIBWA HC III,1,March,2024
KALUNGU,KYAMULIBWA HC III,4,April,2024
KALUNGU,KYAMULIBWA HC III,5,May,2024
KALUNGU,KYAMULIBWA HC III,6,June,2024
KALUNGU,KYAMULIBWA HC III,2,July,2024
MASAKA DISTRICT,KYANAMUKAAKA HC IV,9,July,2022
MASAKA DISTRICT,KYANAMUKAAKA HC IV,2,August,2022
MASAKA DISTRICT,KYANAMUKAAKA HC IV,3,September,2022
MASAKA DISTRICT,KYANAMUKAAKA HC IV,7,October,2022
MASAKA DISTRICT,KYANAMUKAAKA HC IV,3,November,2022
MASAKA DISTRICT,KYANAMUKAAKA HC IV,4,December,2022
MASAKA DISTRICT,KYANAMUKAAKA HC IV,2,January,2023
MASAKA DISTRICT,KYANAMUKAAKA HC IV,4,February,2023
MASAKA DISTRICT,KYANAMUKAAKA HC IV,6,March,2023
MASAKA DISTRICT,KYANAMUKAAKA HC IV,3,April,2023
MASAKA DISTRICT,KYANAMUKAAKA HC IV,9,May,2023
MASAKA DISTRICT,KYANAMUKAAKA HC IV,3,June,2023
MASAKA DISTRICT,KYANAMUKAAKA HC IV,11,July,2023
MASAKA DISTRICT,KYANAMUKAAKA HC IV,5,August,2023
MASAKA DISTRICT,KYANAMUKAAKA HC IV,5,September,2023
MASAKA DISTRICT,KYANAMUKAAKA HC IV,11,October,2023
MASAKA DISTRICT,KYANAMUKAAKA HC IV,5,November,2023
MASAKA DISTRICT,KYANAMUKAAKA HC IV,3,December,2023
MASAKA DISTRICT,KYANAMUKAAKA HC IV,5,January,2024
MASAKA DISTRICT,KYANAMUKAAKA HC IV,5,February,2024
MASAKA DISTRICT,KYANAMUKAAKA HC IV,1,March,2024
MASAKA DISTRICT,KYANAMUKAAKA HC IV,4,April,2024
MASAKA DISTRICT,KYANAMUKAAKA HC IV,4,May,2024
MASAKA DISTRICT,KYANAMUKAAKA HC IV,2,June,2024
MASAKA DISTRICT,KYANAMUKAAKA HC IV,4,July,2024
GOMBA,KYAYI HC III,3,July,2022
GOMBA,KYAYI HC III,7,August,2022
GOMBA,KYAYI HC III,3,September,2022
GOMBA,KYAYI HC III,2,October,2022
GOMBA,KYAYI HC III,1,November,2022
GOMBA,KYAYI HC III,2,December,2022
GOMBA,KYAYI HC III,4,January,2023
GOMBA,KYAYI HC III,1,February,2023
GOMBA,KYAYI HC III,4,March,2023
GOMBA,KYAYI HC III,5,April,2023
GOMBA,KYAYI HC III,3,May,2023
GOMBA,KYAYI HC III,4,June,2023
GOMBA,KYAYI HC III,5,September,2023
GOMBA,KYAYI HC III,1,October,2023
GOMBA,KYAYI HC III,2,November,2023
GOMBA,KYAYI HC III,1,December,2023
GOMBA,KYAYI HC III,2,January,2024
GOMBA,KYAYI HC III,3,February,2024
GOMBA,KYAYI HC III,5,March,2024
GOMBA,KYAYI HC III,5,April,2024
GOMBA,KYAYI HC III,7,May,2024
GOMBA,KYAYI HC III,2,June,2024
GOMBA,KYAYI HC III,8,July,2024
LWENGO,KYAZANGA HC IV,7,July,2022
LWENGO,KYAZANGA HC IV,10,August,2022
LWENGO,KYAZANGA HC IV,10,September,2022
LWENGO,KYAZANGA HC IV,13,October,2022
LWENGO,KYAZANGA HC IV,12,November,2022
LWENGO,KYAZANGA HC IV,10,December,2022
LWENGO,KYAZANGA HC IV,21,January,2023
LWENGO,KYAZANGA HC IV,20,February,2023
LWENGO,KYAZANGA HC IV,4,March,2023
LWENGO,KYAZANGA HC IV,12,April,2023
LWENGO,KYAZANGA HC IV,12,May,2023
LWENGO,KYAZANGA HC IV,12,June,2023
LWENGO,KYAZANGA HC IV,11,July,2023
LWENGO,KYAZANGA HC IV,4,August,2023
LWENGO,KYAZANGA HC IV,9,September,2023
LWENGO,KYAZANGA HC IV,11,October,2023
LWENGO,KYAZANGA HC IV,15,November,2023
LWENGO,KYAZANGA HC IV,13,December,2023
LWENGO,KYAZANGA HC IV,10,January,2024
LWENGO,KYAZANGA HC IV,5,February,2024
LWENGO,KYAZANGA HC IV,6,March,2024
LWENGO,KYAZANGA HC IV,15,April,2024
LWENGO,KYAZANGA HC IV,8,May,2024
LWENGO,KYAZANGA HC IV,12,June,2024
LWENGO,KYAZANGA HC IV,11,July,2024
KYOTERA,KYEBE HC III,4,July,2022
KYOTERA,KYEBE HC III,3,August,2022
KYOTERA,KYEBE HC III,1,September,2022
KYOTERA,KYEBE HC III,3,October,2022
KYOTERA,KYEBE HC III,5,November,2022
KYOTERA,KYEBE HC III,1,December,2022
KYOTERA,KYEBE HC III,2,January,2023
KYOTERA,KYEBE HC III,3,February,2023
KYOTERA,KYEBE HC III,5,March,2023
KYOTERA,KYEBE HC III,3,April,2023
KYOTERA,KYEBE HC III,3,May,2023
KYOTERA,KYEBE HC III,4,June,2023
KYOTERA,KYEBE HC III,6,July,2023
KYOTERA,KYEBE HC III,5,August,2023
KYOTERA,KYEBE HC III,3,September,2023
KYOTERA,KYEBE HC III,1,October,2023
KYOTERA,KYEBE HC III,3,November,2023
KYOTERA,KYEBE HC III,2,December,2023
KYOTERA,KYEBE HC III,5,January,2024
KYOTERA,KYEBE HC III,5,February,2024
KYOTERA,KYEBE HC III,4,April,2024
KYOTERA,KYEBE HC III,3,July,2024
SEMBABULE,KYEERA HC II,1,July,2022
SEMBABULE,KYEERA HC II,0,August,2022
SEMBABULE,KYEERA HC II,1,January,2023
SEMBABULE,KYEERA HC II,2,February,2023
SEMBABULE,KYEERA HC II,1,April,2023
SEMBABULE,KYEERA HC II,2,May,2023
SEMBABULE,KYEERA HC II,1,June,2023
SEMBABULE,KYEERA HC II,1,July,2023
SEMBABULE,KYEERA HC II,1,October,2023
SEMBABULE,KYEERA HC II,1,November,2023
SEMBABULE,KYEERA HC II,2,December,2023
SEMBABULE,KYEERA HC II,1,January,2024
SEMBABULE,KYEERA HC II,2,March,2024
SEMBABULE,KYEERA HC II,2,April,2024
SEMBABULE,KYEERA HC II,1,June,2024
LYANTONDE,KYEMAMBA HC II,2,July,2022
LYANTONDE,KYEMAMBA HC II,2,October,2022
LYANTONDE,KYEMAMBA HC II,2,November,2022
LYANTONDE,KYEMAMBA HC II,3,December,2022
LYANTONDE,KYEMAMBA HC II,2,January,2023
LYANTONDE,KYEMAMBA HC II,2,February,2023
LYANTONDE,KYEMAMBA HC II,2,June,2023
LYANTONDE,KYEMAMBA HC II,2,November,2023
LYANTONDE,KYEMAMBA HC II,1,December,2023
LYANTONDE,KYEMAMBA HC II,2,February,2024
LYANTONDE,KYEMAMBA HC II,1,March,2024
LYANTONDE,KYEMAMBA HC II,1,April,2024
LYANTONDE,KYEMAMBA HC II,3,June,2024
LYANTONDE,KYEMAMBA HC II,1,July,2024
WAKISO,KYENGERA HC III,8,July,2022
WAKISO,KYENGERA HC III,9,August,2022
WAKISO,KYENGERA HC III,12,September,2022
WAKISO,KYENGERA HC III,10,October,2022
WAKISO,KYENGERA HC III,14,November,2022
WAKISO,KYENGERA HC III,4,December,2022
WAKISO,KYENGERA HC III,14,January,2023
WAKISO,KYENGERA HC III,9,February,2023
WAKISO,KYENGERA HC III,10,March,2023
WAKISO,KYENGERA HC III,9,April,2023
WAKISO,KYENGERA HC III,7,May,2023
WAKISO,KYENGERA HC III,9,June,2023
WAKISO,KYENGERA HC III,9,July,2023
WAKISO,KYENGERA HC III,4,August,2023
WAKISO,KYENGERA HC III,6,September,2023
WAKISO,KYENGERA HC III,7,October,2023
WAKISO,KYENGERA HC III,10,November,2023
WAKISO,KYENGERA HC III,4,December,2023
WAKISO,KYENGERA HC III,30,January,2024
WAKISO,KYENGERA HC III,10,February,2024
WAKISO,KYENGERA HC III,9,March,2024
WAKISO,KYENGERA HC III,7,April,2024
WAKISO,KYENGERA HC III,14,May,2024
WAKISO,KYENGERA HC III,4,June,2024
WAKISO,KYENGERA HC III,18,July,2024
WAKISO,KYENGEZA HC II,1,March,2023
WAKISO,KYENGEZA HC II,1,August,2023
WAKISO,KYENGEZA HC II,0,September,2023
WAKISO,KYENGEZA HC II,1,October,2023
WAKISO,KYENGEZA HC II,1,November,2023
WAKISO,KYENGEZA HC II,1,April,2024
WAKISO,KYENGEZA HC II,1,June,2024
WAKISO,KYENGEZA HC II,2,July,2024
LWENGO,KYETUME HC III,1,July,2022
LWENGO,KYETUME HC III,6,August,2022
LWENGO,KYETUME HC III,2,September,2022
LWENGO,KYETUME HC III,7,October,2022
LWENGO,KYETUME HC III,2,November,2022
LWENGO,KYETUME HC III,2,December,2022
LWENGO,KYETUME HC III,8,January,2023
LWENGO,KYETUME HC III,9,February,2023
LWENGO,KYETUME HC III,1,March,2023
LWENGO,KYETUME HC III,1,April,2023
LWENGO,KYETUME HC III,8,May,2023
LWENGO,KYETUME HC III,7,June,2023
LWENGO,KYETUME HC III,4,July,2023
LWENGO,KYETUME HC III,4,August,2023
LWENGO,KYETUME HC III,4,September,2023
LWENGO,KYETUME HC III,5,October,2023
LWENGO,KYETUME HC III,3,November,2023
LWENGO,KYETUME HC III,5,December,2023
LWENGO,KYETUME HC III,3,January,2024
LWENGO,KYETUME HC III,7,February,2024
LWENGO,KYETUME HC III,4,March,2024
LWENGO,KYETUME HC III,5,April,2024
LWENGO,KYETUME HC III,4,June,2024
LWENGO,KYETUME HC III,3,July,2024
WAKISO,LUBBE HC II,0,October,2023
WAKISO,LUBBE HC II,0,November,2023
WAKISO,LUBBE HC II,1,February,2024
WAKISO,LUBBE HC II,1,April,2024
WAKISO,LUFUKA VALLEY HC III,3,May,2023
WAKISO,LUFUKA VALLEY HC III,1,October,2023
WAKISO,LUFUKA VALLEY HC III,1,November,2023
WAKISO,LUFUKA VALLEY HC III,1,January,2024
WAKISO,LUFUKA VALLEY HC III,1,February,2024
WAKISO,LUFUKA VALLEY HC III,1,March,2024
WAKISO,LUFUKA VALLEY HC III,0,April,2024
WAKISO,LUFUKA VALLEY HC III,0,May,2024
WAKISO,LUFUKA VALLEY HC III,2,June,2024
WAKISO,LUFUKA VALLEY HC III,0,July,2024
SEMBABULE,LUGUSULU HC III,5,October,2022
SEMBABULE,LUGUSULU HC III,4,November,2022
SEMBABULE,LUGUSULU HC III,1,December,2022
SEMBABULE,LUGUSULU HC III,3,January,2023
SEMBABULE,LUGUSULU HC III,2,February,2023
SEMBABULE,LUGUSULU HC III,5,March,2023
SEMBABULE,LUGUSULU HC III,1,April,2023
SEMBABULE,LUGUSULU HC III,1,May,2023
SEMBABULE,LUGUSULU HC III,1,June,2023
SEMBABULE,LUGUSULU HC III,2,July,2023
SEMBABULE,LUGUSULU HC III,1,August,2023
SEMBABULE,LUGUSULU HC III,7,September,2023
SEMBABULE,LUGUSULU HC III,2,October,2023
SEMBABULE,LUGUSULU HC III,3,November,2023
SEMBABULE,LUGUSULU HC III,2,December,2023
SEMBABULE,LUGUSULU HC III,4,January,2024
SEMBABULE,LUGUSULU HC III,3,February,2024
SEMBABULE,LUGUSULU HC III,1,March,2024
SEMBABULE,LUGUSULU HC III,2,April,2024
SEMBABULE,LUGUSULU HC III,3,May,2024
SEMBABULE,LUGUSULU HC III,4,June,2024
SEMBABULE,LUGUSULU HC III,6,July,2024
KALANGALA,LUJJABWA ISLAND HC II,1,July,2022
KALANGALA,LUJJABWA ISLAND HC II,1,August,2022
KALANGALA,LUJJABWA ISLAND HC II,7,September,2022
KALANGALA,LUJJABWA ISLAND HC II,2,October,2022
KALANGALA,LUJJABWA ISLAND HC II,5,November,2022
KALANGALA,LUJJABWA ISLAND HC II,4,December,2022
KALANGALA,LUJJABWA ISLAND HC II,1,March,2023
KALANGALA,LUJJABWA ISLAND HC II,4,April,2023
KALANGALA,LUJJABWA ISLAND HC II,1,May,2023
KALANGALA,LUJJABWA ISLAND HC II,4,July,2023
KALANGALA,LUJJABWA ISLAND HC II,1,October,2023
KALANGALA,LUJJABWA ISLAND HC II,1,November,2023
KALANGALA,LUJJABWA ISLAND HC II,2,December,2023
KALANGALA,LUJJABWA ISLAND HC II,2,February,2024
KALANGALA,LUJJABWA ISLAND HC II,2,March,2024
KALANGALA,LUJJABWA ISLAND HC II,1,April,2024
KALANGALA,LUJJABWA ISLAND HC II,2,May,2024
KALANGALA,LUJJABWA ISLAND HC II,0,June,2024
KALANGALA,LUJJABWA ISLAND HC II,1,July,2024
KALUNGU,LUKAYA HC III,18,July,2022
KALUNGU,LUKAYA HC III,6,August,2022
KALUNGU,LUKAYA HC III,5,September,2022
KALUNGU,LUKAYA HC III,7,October,2022
KALUNGU,LUKAYA HC III,11,November,2022
KALUNGU,LUKAYA HC III,4,December,2022
KALUNGU,LUKAYA HC III,10,January,2023
KALUNGU,LUKAYA HC III,10,February,2023
KALUNGU,LUKAYA HC III,8,March,2023
KALUNGU,LUKAYA HC III,11,April,2023
KALUNGU,LUKAYA HC III,7,May,2023
KALUNGU,LUKAYA HC III,7,June,2023
KALUNGU,LUKAYA HC III,9,July,2023
KALUNGU,LUKAYA HC III,9,August,2023
KALUNGU,LUKAYA HC III,6,September,2023
KALUNGU,LUKAYA HC III,6,October,2023
KALUNGU,LUKAYA HC III,12,November,2023
KALUNGU,LUKAYA HC III,8,December,2023
KALUNGU,LUKAYA HC III,9,January,2024
KALUNGU,LUKAYA HC III,6,February,2024
KALUNGU,LUKAYA HC III,8,March,2024
KALUNGU,LUKAYA HC III,13,April,2024
KALUNGU,LUKAYA HC III,8,May,2024
KALUNGU,LUKAYA HC III,10,June,2024
KALUNGU,LUKAYA HC III,5,July,2024
KALANGALA,LULAMBA HC III,7,July,2022
KALANGALA,LULAMBA HC III,2,September,2022
KALANGALA,LULAMBA HC III,5,October,2022
KALANGALA,LULAMBA HC III,2,November,2022
KALANGALA,LULAMBA HC III,1,December,2022
KALANGALA,LULAMBA HC III,3,January,2023
KALANGALA,LULAMBA HC III,4,February,2023
KALANGALA,LULAMBA HC III,1,March,2023
KALANGALA,LULAMBA HC III,5,May,2023
KALANGALA,LULAMBA HC III,1,June,2023
KALANGALA,LULAMBA HC III,4,July,2023
KALANGALA,LULAMBA HC III,6,August,2023
KALANGALA,LULAMBA HC III,1,September,2023
KALANGALA,LULAMBA HC III,2,October,2023
KALANGALA,LULAMBA HC III,3,November,2023
KALANGALA,LULAMBA HC III,6,December,2023
KALANGALA,LULAMBA HC III,2,January,2024
KALANGALA,LULAMBA HC III,3,February,2024
KALANGALA,LULAMBA HC III,1,March,2024
KALANGALA,LULAMBA HC III,2,April,2024
KALANGALA,LULAMBA HC III,2,May,2024
KALANGALA,LULAMBA HC III,1,June,2024
KALANGALA,LULAMBA HC III,4,July,2024
RAKAI,LWABAKOOBA HC II,2,March,2023
RAKAI,LWABAKOOBA HC II,2,May,2023
RAKAI,LWABAKOOBA HC II,3,June,2023
RAKAI,LWABAKOOBA HC II,2,July,2023
RAKAI,LWABAKOOBA HC II,1,February,2024
RAKAI,LWABAKOOBA HC II,1,March,2024
RAKAI,LWABAKOOBA HC II,3,April,2024
RAKAI,LWABAKOOBA HC II,4,May,2024
RAKAI,LWABAKOOBA HC II,3,June,2024
RAKAI,LWABAKOOBA HC II,2,July,2024
RAKAI,LWAKALOLO HC II,4,August,2022
RAKAI,LWAKALOLO HC II,2,September,2022
RAKAI,LWAKALOLO HC II,1,October,2022
RAKAI,LWAKALOLO HC II,1,November,2022
RAKAI,LWAKALOLO HC II,1,December,2022
RAKAI,LWAKALOLO HC II,3,January,2023
RAKAI,LWAKALOLO HC II,1,March,2023
RAKAI,LWAKALOLO HC II,2,April,2023
RAKAI,LWAKALOLO HC II,2,May,2023
RAKAI,LWAKALOLO HC II,1,July,2023
RAKAI,LWAKALOLO HC II,1,October,2023
RAKAI,LWAKALOLO HC II,2,November,2023
RAKAI,LWAKALOLO HC II,2,December,2023
RAKAI,LWAKALOLO HC II,3,February,2024
RAKAI,LWAKALOLO HC II,1,May,2024
RAKAI,LWAKALOLO HC II,1,June,2024
RAKAI,LWAMAGGWA GOVT HC III,4,July,2022
RAKAI,LWAMAGGWA GOVT HC III,9,August,2022
RAKAI,LWAMAGGWA GOVT HC III,4,September,2022
RAKAI,LWAMAGGWA GOVT HC III,4,October,2022
RAKAI,LWAMAGGWA GOVT HC III,4,November,2022
RAKAI,LWAMAGGWA GOVT HC III,1,December,2022
RAKAI,LWAMAGGWA GOVT HC III,2,January,2023
RAKAI,LWAMAGGWA GOVT HC III,1,February,2023
RAKAI,LWAMAGGWA GOVT HC III,4,March,2023
RAKAI,LWAMAGGWA GOVT HC III,3,April,2023
RAKAI,LWAMAGGWA GOVT HC III,5,May,2023
RAKAI,LWAMAGGWA GOVT HC III,2,June,2023
RAKAI,LWAMAGGWA GOVT HC III,5,July,2023
RAKAI,LWAMAGGWA GOVT HC III,1,August,2023
RAKAI,LWAMAGGWA GOVT HC III,3,October,2023
RAKAI,LWAMAGGWA GOVT HC III,3,November,2023
RAKAI,LWAMAGGWA GOVT HC III,4,December,2023
RAKAI,LWAMAGGWA GOVT HC III,8,January,2024
RAKAI,LWAMAGGWA GOVT HC III,4,March,2024
RAKAI,LWAMAGGWA GOVT HC III,4,April,2024
RAKAI,LWAMAGGWA GOVT HC III,3,June,2024
RAKAI,LWAMAGGWA GOVT HC III,1,July,2024
RAKAI,LWANDA HC III,5,July,2022
RAKAI,LWANDA HC III,3,August,2022
RAKAI,LWANDA HC III,1,September,2022
RAKAI,LWANDA HC III,3,October,2022
RAKAI,LWANDA HC III,1,November,2022
RAKAI,LWANDA HC III,1,December,2022
RAKAI,LWANDA HC III,3,January,2023
RAKAI,LWANDA HC III,2,February,2023
RAKAI,LWANDA HC III,1,April,2023
RAKAI,LWANDA HC III,1,May,2023
RAKAI,LWANDA HC III,2,June,2023
RAKAI,LWANDA HC III,4,July,2023
RAKAI,LWANDA HC III,1,August,2023
RAKAI,LWANDA HC III,4,September,2023
RAKAI,LWANDA HC III,4,October,2023
RAKAI,LWANDA HC III,5,November,2023
RAKAI,LWANDA HC III,3,December,2023
RAKAI,LWANDA HC III,2,January,2024
RAKAI,LWANDA HC III,4,February,2024
RAKAI,LWANDA HC III,5,March,2024
RAKAI,LWANDA HC III,1,April,2024
RAKAI,LWANDA HC III,1,May,2024
RAKAI,LWANDA HC III,1,June,2024
RAKAI,LWANDA HC III,7,July,2024
KYOTERA,LWANKONI HC III,2,July,2022
KYOTERA,LWANKONI HC III,2,September,2022
KYOTERA,LWANKONI HC III,5,October,2022
KYOTERA,LWANKONI HC III,1,November,2022
KYOTERA,LWANKONI HC III,1,December,2022
KYOTERA,LWANKONI HC III,10,January,2023
KYOTERA,LWANKONI HC III,6,February,2023
KYOTERA,LWANKONI HC III,1,March,2023
KYOTERA,LWANKONI HC III,4,May,2023
KYOTERA,LWANKONI HC III,1,June,2023
KYOTERA,LWANKONI HC III,1,July,2023
KYOTERA,LWANKONI HC III,2,August,2023
KYOTERA,LWANKONI HC III,3,September,2023
